ID	Protein description	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score	target_name	target_accession	query_accession	full_evalue	full_score	full_bias	best1_evalue	best1_score	best1_bias	exp	reg	clu	ov	env	dom	rep	inc	description	virulence_literature	T3E_secreted_evidence	species_source
WP_233700261.1	hypothetical protein [Xanthomonas citri]	OTHER	1.0	4e-06	0.0	0.0	0.0	0.0		100.0	65	0	0	1	65	1	65	9.69e-47	134.0																					pomegranate
WP_233700267.1	hypothetical protein [Xanthomonas citri]	OTHER	0.999934	8.8e-05	3e-06	0.0	0.0	0.0		100.0	448	0	0	1	448	1	448	0.0	885.0																					pomegranate
WP_233700269.1	hypothetical protein [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	315	0	0	1	315	1	315	0.0	625.0																					pomegranate
WP_306291509.1	XopAG/AvrGf1 family type III secretion system effector [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	532	0	0	1	532	1	532	0.0	1109.0																			possible_virulence	T3E_or_secreted_candidate	pomegranate
WP_425525089.1	IS3 family transposase [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	370	0	0	1	370	1	370	0.0	768.0	rve_3	PF13683.13	-	3.6999999999999996e-25	88.1	0.0	1.0999999999999998e-24	86.5	0.0	1.9	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Integrase			pomegranate
WP_425525091.1	IS3 family transposase [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	370	0	0	1	370	1	370	0.0	768.0	rve_3	PF13683.13	-	3.6999999999999996e-25	88.1	0.0	1.0999999999999998e-24	86.5	0.0	1.9	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Integrase			pomegranate
WP_011257024.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	326	0	0	1	326	1	326	0.0	672.0	DDE_Tnp_1	PF01609.28	-	3.0999999999999997e-29	102.8	2.5	4.7e-29	102.2	2.5	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_011257046.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	341	0	0	1	341	1	341	0.0	712.0	rve	PF00665.33	-	1.7e-06	28.8	0.0	4.2e-06	27.5	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Integrase			xoo
WP_011257122.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	3e-06	0.0	0.0	0.0	0.0		100.0	86	0	0	1	86	1	86	2.57e-59	170.0																					xoo
WP_011257310.1	MULTISPECIES: ISL3-like element ISXoo13 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		99.757	411	1	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	1.1000000000000002e-59	202.7	0.5	1.4000000000000001e-59	202.4	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_011257570.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	849.0	DDE_Tnp_ISL3	PF01610.24	-	6.1e-60	203.6	0.5	7.6e-60	203.3	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_011257704.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	2e-06	0.0	0.0	0.0	0.0		100.0	158	0	0	1	158	1	158	4.01e-119	327.0	DDE_Tnp_1	PF01609.28	-	2.2000000000000002e-30	106.5	0.1	2.5000000000000002e-30	106.3	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_011258065.1	MULTISPECIES: hypothetical protein [Xanthomonas]	OTHER	0.999838	0.000186	1e-06	1e-06	0.0	2e-06		100.0	112	0	0	1	112	1	112	1.28e-81	228.0																					xoo
WP_011258442.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	2.3000000000000002e-59	201.7	0.4	2.9e-59	201.4	0.4	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_011258918.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	716.0	DDE_3	PF13358.13	-	1.6e-30	106.5	0.0	2.3000000000000002e-30	105.9	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_011259047.1	hypothetical protein [Xanthomonas oryzae]	SP	0.000445	0.998803	0.000215	0.000196	0.00016	0.00015	CS pos: 34-35. Pr: 0.9626	100.0	337	0	0	1	337	1	337	0.0	701.0																					xoo
WP_011259588.1	MULTISPECIES: cytochrome-c peroxidase [Xanthomonas]	SP	0.063441	0.929913	0.001899	0.00401	0.00046	0.000245	CS pos: 40-41. Pr: 0.8849	100.0	330	0	0	1	330	1	330	0.0	671.0	CCP_MauG	PF03150.20	-	5.5999999999999996e-39	134.7	0.0	8.2e-34	118.0	0.0	2.2	2.0	0.0	0.0	2.0	2.0	2.0	2.0	Di-haem			xoo
WP_011259834.1	hypothetical protein [Xanthomonas oryzae]	SP	0.000256	0.999098	0.000182	0.000159	0.000156	0.000149	CS pos: 21-22. Pr: 0.9774	100.0	175	0	0	1	175	1	175	2.0199999999999999e-131	359.0																					xoo
WP_011259865.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.999975	6.3e-05	1e-06	0.0	0.0	0.0		100.0	150	0	0	1	150	1	150	3.98e-112	308.0																					xoo
WP_011260741.1	DUF4123 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	158	0	0	1	158	1	158	7.8e-116	318.0	DUF4123	PF13503.12	-	3.9000000000000004e-22	79.3	2.7	4.7e-22	79.0	2.7	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Domain			xoo
WP_011260742.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	144	0	0	1	144	1	144	1.19e-102	284.0	PAAR_motif	PF05488.19	-	2.1e-23	82.8	4.1	3.3e-23	82.2	4.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo
WP_011260863.1	AAA family ATPase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	398	0	0	1	398	1	398	0.0	813.0	AAA_21	PF13304.13	-	3.7e-30	106.5	1.3	1.3999999999999998e-29	104.7	1.3	1.8	1.0	1.0	0.0	1.0	1.0	1.0	1.0	AAA			xoo
WP_011407237.1	IS30-like element IS1112a family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	651.0	HTH_38	PF13936.13	-	8.8e-16	58.0	6.2	2.8e-15	56.3	1.9	2.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo
WP_011407513.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	129	0	0	1	129	1	129	2.3800000000000002e-88	247.0																					xoo
WP_011407587.1	MULTISPECIES: IS630 family transposase [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	344	0	0	1	344	1	344	0.0	703.0	DDE_3	PF13358.13	-	8.900000000000001e-36	123.5	0.0	1.3e-35	123.0	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_011407713.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	849.0	DDE_Tnp_ISL3	PF01610.24	-	6.1e-60	203.6	0.5	7.6e-60	203.3	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_011407913.1	MULTISPECIES: IS4-like element ISXo14 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	404	0	0	1	404	1	404	0.0	803.0	DDE_Tnp_1	PF01609.28	-	1e-22	81.5	0.0	2e-22	80.5	0.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_011408397.1	MULTISPECIES: IS256-like element IS1113 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	394	0	0	1	394	1	394	0.0	813.0	Transposase_mut	PF00872.25	-	5.7e-110	368.4	0.5	7e-110	368.1	0.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase,			xoo
WP_011408522.1	IS256-like element IS1113 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	394	0	0	1	394	1	394	0.0	812.0	Transposase_mut	PF00872.25	-	1.8e-109	366.7	0.4	2.2e-109	366.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase,			xoo
WP_011408538.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	143	0	0	1	143	1	143	2.59e-103	286.0																					xoo
WP_011408694.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	5.5e-85	285.8	9.8	9.6e-85	285.0	9.8	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_011409251.1	MULTISPECIES: type VI immunity family protein [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	356	0	0	1	356	1	356	0.0	732.0	TsiV	PF11876.14	-	1.2e-59	202.5	0.0	1.4000000000000001e-59	202.3	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Type			xoo
WP_011409252.1	MULTISPECIES: type VI immunity family protein [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	361	0	0	1	361	1	361	0.0	743.0	TsiV	PF11876.14	-	1.2999999999999999e-61	209.0	0.0	1.4999999999999999e-61	208.7	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Type			xoo
WP_011409406.1	MULTISPECIES: hypothetical protein [Xanthomonas]	SP	0.000374	0.998874	0.000205	0.000198	0.000169	0.000159	CS pos: 22-23. Pr: 0.9786	100.0	188	0	0	1	188	1	188	5.35e-141	385.0																					xoo
WP_011409407.1	MULTISPECIES: hypothetical protein [Xanthomonas]	LIPO	0.000744	0.427014	0.571516	0.00037	0.000189	0.000147	CS pos: 24-25. Pr: 0.5134	100.0	161	0	0	1	161	1	161	9.719999999999999e-119	326.0																					xoo
WP_011409668.1	MULTISPECIES: methyltransferase family protein [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	153	0	0	1	153	1	153	1.02e-109	303.0	PEMT	PF04191.19	-	2e-12	48.1	0.1	3.5e-12	47.3	0.1	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phospholipid			xoo
WP_012443584.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	348	0	0	1	348	1	348	0.0	706.0	DDE_3	PF13358.13	-	3.1e-32	112.0	0.0	4.6e-32	111.5	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_012443641.1	IS5-like element ISXoo7 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	326	0	0	1	326	1	326	0.0	677.0	DDE_Tnp_1	PF01609.28	-	1.7000000000000002e-27	97.1	2.3	2.5e-27	96.5	2.3	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_012443646.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	930.0	DUF772	PF05598.17	-	3.1e-19	69.9	0.0	6.1e-19	68.9	0.0	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_012443687.1	IS5-like element ISXoo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	491	0	0	1	491	1	491	0.0	999.0	DUF772	PF05598.17	-	6.9e-15	55.9	0.1	1e-10	42.6	0.0	2.5	1.0	1.0	0.0	2.0	2.0	2.0	2.0	Transposase			xoo
WP_012443699.1	T6SS effector phospholipase Tle3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	714	0	0	1	714	1	714	0.0	1484.0	Tle3	PF24322.3	-	7.2e-109	364.7	0.0	9.299999999999999e-109	364.4	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	T6SS	possible_virulence	T3E_or_secreted_candidate	xoo
WP_012443701.1	MULTISPECIES: membrane protein [Xanthomonas]	OTHER	0.99957	0.000181	0.000216	2e-06	0.0	3.3e-05		100.0	48	0	0	1	48	1	48	8.7e-32	98.2																					xoo
WP_012443703.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	558	0	0	1	558	1	558	0.0	1131.0	Tla3_C	PF20995.4	-	6.7e-49	166.0	0.0	1.2e-48	165.2	0.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Type			xoo
WP_012443802.1	MULTISPECIES: hypothetical protein [Xanthomonas]	OTHER	0.999995	0.0	0.0	0.0	0.0	0.0		100.0	44	0	0	1	44	1	44	4.79e-29	90.9																					xoo
WP_012443821.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	716.0	DDE_3	PF13358.13	-	4.7e-33	114.7	0.0	6.7e-33	114.2	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_012443979.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	9.7e-60	202.9	0.5	1.2e-59	202.6	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_012444101.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	328	0	0	1	328	1	328	0.0	669.0	Phage_GPD	PF05954.18	-	2.4e-33	116.1	0.1	3.7e-33	115.5	0.1	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phage	possible_virulence		xoo
WP_012444104.1	MULTISPECIES: contractile injection system protein, VgrG/Pvc8 family [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	143	0	0	1	143	1	143	6.269999999999999e-104	287.0	Phage_GPD	PF05954.18	-	7.6e-27	94.8	0.1	8.5e-27	94.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phage			xoo
WP_012444301.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	710.0	DDE_3	PF13358.13	-	4.1e-33	114.9	0.0	6.1e-33	114.3	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_012444325.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.999993	0.0	0.0	0.0	0.0	0.0		100.0	48	0	0	1	48	1	48	1.2e-31	97.8																					xoo
WP_012444328.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	2.2e-05	0.0	0.0	0.0	0.0		100.0	86	0	0	1	86	1	86	6.62e-59	169.0	PAAR_motif	PF05488.19	-	1.3e-26	93.0	6.6	1.6e-26	92.8	6.6	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo
WP_012444350.1	DUF3304 domain-containing protein [Xanthomonas oryzae]	LIPO	0.001021	0.271317	0.726698	0.000274	0.000536	0.000146	CS pos: 38-39. Pr: 0.7037	100.0	195	0	0	1	195	1	195	2.31e-149	406.0	DUF3304	PF11745.14	-	4.9000000000000003e-32	110.8	0.0	7.1e-32	110.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Protein			xoo
WP_012444351.1	T6SS phospholipase effector Tle1-like catalytic domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	802	0	0	1	802	1	802	0.0	1657.0	T6SS_Tle1-like_cat	PF09994.15	-	1.3999999999999999e-24	87.6	0.1	1.3e-12	48.2	0.0	3.0	2.0	1.0	1.0	3.0	3.0	3.0	2.0	T6SS,	possible_virulence	T3E_or_secreted_candidate	xoo
WP_012444375.1	ISL3 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	472	0	0	1	472	1	472	0.0	983.0	DDE_Tnp_ISL3	PF01610.24	-	3.8999999999999995e-62	210.8	0.1	7.899999999999999e-62	209.8	0.0	1.5	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Transposase			xoo
WP_012444470.1	MULTISPECIES: type VI secretion system tip protein TssI/VgrG [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	748	0	0	1	748	1	748	0.0	1548.0	Phage_GPD	PF05954.18	-	8.3e-81	272.0	3.0	1.3e-80	271.4	0.3	2.1	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Phage	possible_virulence		xoo
WP_012444471.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	539	0	0	1	539	1	539	0.0	1088.0																					xoo
WP_012444473.1	DUF6531 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	3e-06	0.0	0.0	0.0	0.0		100.0	1579	0	0	1	1579	1	1579	0.0	3232.0	RHS_repeat	PF05593.20	-	1e-71	236.7	89.7	1e-10	42.3	1.4	16.8	18.0	0.0	0.0	18.0	18.0	18.0	13.0	RHS			xoo
WP_012444561.1	DnaB-like helicase C-terminal domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	231	0	0	1	231	1	231	4.47e-177	479.0	DnaB_C	PF03796.22	-	8.500000000000001e-28	98.0	0.0	1e-27	97.8	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DnaB-like			xoo
WP_012444628.1	contractile injection system protein, VgrG/Pvc8 family [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	94	0	0	1	94	1	94	8.519999999999999e-68	192.0	Phage_GPD	PF05954.18	-	2.3e-18	67.0	0.1	2.7e-18	66.8	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phage			xoo
WP_012444636.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	920	0	0	1	920	1	920	0.0	1828.0	Phage_GPD	PF05954.18	-	4.4e-70	236.8	6.9	4.4e-70	236.8	6.9	1.5	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Phage	possible_virulence		xoo
WP_012445091.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	491	0	0	1	491	1	491	0.0	999.0	DUF772	PF05598.17	-	1.9e-12	48.1	0.1	9.4e-10	39.5	0.0	2.6	1.0	1.0	1.0	2.0	2.0	2.0	2.0	Transposase			xoo
WP_012445230.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	851.0	DDE_Tnp_ISL3	PF01610.24	-	9.7e-60	202.9	0.4	1.2e-59	202.6	0.4	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_012445372.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	67	0	0	1	67	1	67	1.08e-48	142.0																					xoo
WP_012445373.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	0.999843	0.000145	2.1e-05	1e-06	0.0	8e-06		100.0	944	0	0	1	944	1	944	0.0	1944.0	VasX_N	PF20249.4	-	2.6e-38	132.1	0.0	6.300000000000001e-38	130.9	0.0	1.7	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VasX	possible_virulence	T3E_or_secreted_candidate	xoo
WP_012445394.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	3.6e-60	204.3	0.5	4.5e-60	204.0	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_012445627.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	333	0	0	1	333	1	333	0.0	690.0	HTH_23	PF13384.13	-	1.5e-13	50.7	2.3	1.3e-11	44.5	0.4	2.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Homeodomain-like			xoo
WP_012445794.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	849.0	DDE_Tnp_ISL3	PF01610.24	-	1.7e-60	205.4	0.5	2.2000000000000002e-60	205.1	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_012445919.1	membrane protein [Xanthomonas oryzae]	OTHER	0.999738	9.1e-05	0.000153	1e-06	0.0	7e-06		100.0	48	0	0	1	48	1	48	1.35e-31	97.4																					xoo
WP_012445924.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	560	0	0	1	560	1	560	0.0	1134.0	Tla3_C	PF20995.4	-	2.7e-49	167.2	0.0	6.7e-49	166.0	0.0	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Type			xoo
WP_012445925.1	T6SS effector phospholipase Tle3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	715	0	0	1	715	1	715	0.0	1488.0	Tle3	PF24322.3	-	1.1e-108	364.2	0.0	1.4e-108	363.8	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	T6SS	possible_virulence	T3E_or_secreted_candidate	xoo
WP_012446080.1	methyltransferase family protein [Xanthomonas oryzae]	OTHER	0.99936	0.000574	2.6e-05	1e-06	1e-06	1.4e-05		100.0	59	0	0	1	59	1	59	2.79e-41	122.0	PEMT	PF04191.19	-	9.6e-06	26.6	0.0	1e-05	26.5	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phospholipid			xoo
WP_012446470.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	1e-05	1e-06	0.0	0.0	0.0		100.0	113	0	0	1	113	1	113	1.43e-82	231.0																					xoo
WP_024712752.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	67	0	0	1	67	1	67	1.49e-45	134.0																					xoo
WP_027703650.1	Tox-REase-5 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	261	0	0	1	261	1	261	0.0	545.0	Tox-REase-5	PF15648.13	-	9.7e-14	52.3	0.1	1.8e-13	51.5	0.1	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Restriction			xoo
WP_027703651.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	5e-06	0.0	0.0	0.0	0.0		100.0	110	0	0	1	110	1	110	2.29e-76	215.0																					xoo
WP_027703659.1	AAA family ATPase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	397	0	0	1	397	1	397	0.0	824.0	AAA_21	PF13304.13	-	8.5e-29	102.0	0.4	1.2e-27	98.2	0.4	2.1	1.0	1.0	0.0	1.0	1.0	1.0	1.0	AAA			xoo
WP_027703834.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.724919	0.274382	0.000259	0.000206	0.000108	0.000111		100.0	204	0	0	1	204	1	204	3.68e-152	414.0																					xoo
WP_027703995.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	67	0	0	1	67	1	67	8.650000000000001e-47	137.0																					xoo
WP_027704070.1	putative type VI secretion system effector [Xanthomonas oryzae]	OTHER	0.999959	4.5e-05	0.0	0.0	0.0	0.0		100.0	235	0	0	1	235	1	235	6.86e-178	482.0																			possible_virulence	T3E_or_secreted_candidate	xoo
WP_027704080.1	putative type VI secretion system effector [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	243	0	0	1	243	1	243	0.0	501.0																			possible_virulence	T3E_or_secreted_candidate	xoo
WP_027704088.1	DUF4123 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	309	0	0	1	309	1	309	0.0	627.0	DUF4123	PF13503.12	-	2.2e-10	41.4	1.0	4.9e-10	40.2	0.3	1.9	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Domain			xoo
WP_027704109.1	MULTISPECIES: PAAR domain-containing protein [Xanthomonas]	OTHER	1.0	6e-06	0.0	0.0	0.0	0.0		100.0	136	0	0	1	136	1	136	1.88e-98	273.0	PAAR_motif	PF05488.19	-	2.8000000000000003e-23	82.4	4.6	3.6e-23	82.1	4.6	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo
WP_027704110.1	DUF4123 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	169	0	0	1	169	1	169	1.2900000000000002e-123	339.0	DUF4123	PF13503.12	-	2.6e-22	79.9	2.4	3.8e-22	79.3	2.4	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Domain			xoo
WP_033013299.1	Imm52 family immunity protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	252	0	0	1	252	1	252	0.0	519.0																					xoo
WP_033013546.1	putative type VI secretion system effector [Xanthomonas oryzae]	OTHER	0.997969	0.001982	1.3e-05	1.3e-05	5e-06	1e-05		100.0	245	0	0	1	245	1	245	0.0	500.0																			possible_virulence	T3E_or_secreted_candidate	xoo
WP_041182236.1	DUF4123 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	281	0	0	1	281	1	281	0.0	565.0																					xoo
