ID	Protein description	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score	target_name	target_accession	query_accession	full_evalue	full_score	full_bias	best1_evalue	best1_score	best1_bias	exp	reg	clu	ov	env	dom	rep	inc	description	virulence_literature	T3E_secreted_evidence	species_source	final_rank_score	rank_percentile
WP_233700203.1	IS3 family transposase [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	367	0	0	1	367	1	367	0.0	764.0	rve_3	PF13683.13	-	9.7e-25	86.7	0.0	2.5e-24	85.4	0.0	1.8	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Integrase			pomegranate	850.7	0.3525
WP_233700255.1	hypothetical protein [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	395	0	0	1	395	1	395	0.0	784.0																					pomegranate	784.0	0.5125
WP_005932853.1	RHS Repeat family protein [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	355	0	0	1	355	1	355	0.0	726.0																					pomegranate	726.0	0.5325
WP_005918293.1	MULTISPECIES: nucleotidyl transferase AbiEii/AbiGii toxin family protein [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	285	0	0	1	285	1	285	0.0	585.0	AbiEii	PF08843.18	-	4.2e-24	86.4	0.9	5.0999999999999995e-24	86.1	0.9	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Nucleotidyl			pomegranate	671.4	0.5725
WP_233700259.1	MULTISPECIES: NYN domain-containing protein [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	323	0	0	1	323	1	323	0.0	663.0																					pomegranate	663.0	0.58
WP_233700269.1	hypothetical protein [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	315	0	0	1	315	1	315	0.0	625.0																					pomegranate	625.0	0.6475
WP_192486482.1	recombinase family protein [Xanthomonas citri]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	242	0	0	1	242	1	242	1.94e-173	469.0	Resolvase	PF00239.27	-	1.8e-20	74.1	1.5	9.1e-20	71.8	1.5	1.9	1.0	1.0	0.0	1.0	1.0	1.0	1.0	Resolvase,			pomegranate	543.1	0.72
WP_005933765.1	recombinase family protein [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	215	0	0	1	215	1	215	7.2e-157	424.0	Resolvase	PF00239.27	-	3.4e-20	73.2	5.8	1.9e-19	70.7	5.8	1.9	1.0	1.0	0.0	1.0	1.0	1.0	1.0	Resolvase,			pomegranate	497.2	0.7525
WP_033480720.1	hypothetical protein [Xanthomonas citri]	LIPO	0.001469	0.207608	0.790248	0.00025	0.000269	0.000137	CS pos: 37-38. Pr: 0.7381	100.0	237	0	0	1	237	1	237	0.0	491.0																					pomegranate	491.0	0.7575
WP_176558546.1	hypothetical protein [Xanthomonas citri]	OTHER	0.999939	8.8e-05	3e-06	0.0	0.0	0.0		100.0	246	0	0	1	246	1	246	0.0	488.0																					pomegranate	488.0	0.76
WP_233700229.1	hypothetical protein [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	194	0	0	1	194	1	194	6.34e-148	400.0																					pomegranate	400.0	0.795
WP_233700242.1	NYN domain-containing protein [Xanthomonas citri]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	104	0	0	1	104	1	104	4.78e-76	211.0																					pomegranate	211.0	0.925
WP_233700261.1	hypothetical protein [Xanthomonas citri]	OTHER	1.0	4e-06	0.0	0.0	0.0	0.0		100.0	65	0	0	1	65	1	65	9.69e-47	134.0																					pomegranate	134.0	0.97125
WP_242505180.1	RHS repeat-associated core domain-containing protein [Xanthomonas oryzae]	SP	0.012564	0.70818	0.030636	0.240957	0.007229	0.000415	CS pos: 32-33. Pr: 0.6780	100.0	1760	0	0	1	1760	1	1760	0.0	3564.0	RHS_repeat	PF05593.20	-	3.4e-55	184.0	117.1	1.1e-06	29.4	1.5	20.0	13.0	3.0	9.0	22.0	22.0	22.0	17.0	RHS			xoo	3748.0	0.005
WP_012444473.1	DUF6531 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	3e-06	0.0	0.0	0.0	0.0		100.0	1579	0	0	1	1579	1	1579	0.0	3232.0	RHS_repeat	PF05593.20	-	1e-71	236.7	89.7	1e-10	42.3	1.4	16.8	18.0	0.0	0.0	18.0	18.0	18.0	13.0	RHS			xoo	3468.7	0.0075
WP_129215632.1	RHS repeat-associated core domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	3e-06	0.0	0.0	0.0	0.0		100.0	1428	0	0	1	1428	1	1428	0.0	2918.0	RHS_repeat	PF05593.20	-	5.800000000000001e-74	243.8	84.1	9e-11	42.5	1.4	16.4	16.0	2.0	0.0	17.0	17.0	17.0	13.0	RHS			xoo	3161.8	0.01
WP_129215608.1	IPT/TIG domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	9e-06	0.0	0.0	0.0	0.0		100.0	1441	0	0	1	1441	1	1441	0.0	2791.0	TIG	PF01833.31	-	8.7e-09	35.9	28.6	1.4e-07	32.0	2.5	5.6	5.0	0.0	0.0	5.0	5.0	5.0	2.0	IPT/TIG			xoo	2826.9	0.0125
WP_229002594.1	RHS repeat domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	1156	0	0	1	1156	1	1156	0.0	2342.0	RHS_repeat	PF05593.20	-	1e-59	198.5	113.5	7e-07	30.1	1.5	19.8	13.0	3.0	9.0	22.0	22.0	22.0	19.0	RHS			xoo	2540.5	0.025
WP_242505189.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	991	0	0	1	991	1	991	0.0	1974.0	Phage_GPD	PF05954.18	-	1.3e-66	225.4	2.5	2.5e-66	224.5	2.5	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phage	possible_virulence		xoo	2199.4	0.0325
WP_206737953.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	940	0	0	1	940	1	940	0.0	1865.0	Phage_GPD	PF05954.18	-	2e-66	224.8	2.4	4.1e-66	223.8	2.4	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phage	possible_virulence		xoo	2089.8	0.035
WP_129215671.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	0.999843	0.000145	2.1e-05	1e-06	0.0	8e-06		100.0	944	0	0	1	944	1	944	0.0	1954.0	VasX_N	PF20249.4	-	7e-39	134.0	0.0	1.5000000000000002e-38	132.9	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VasX	possible_virulence	T3E_or_secreted_candidate	xoo	2088.0	0.0375
WP_129215596.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	955	0	0	1	955	1	955	0.0	1943.0	VasX_N	PF20249.4	-	1.3999999999999998e-41	142.8	0.0	2.6e-41	141.9	0.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VasX	possible_virulence	T3E_or_secreted_candidate	xoo	2085.8	0.04
WP_129215587.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	954	0	0	1	954	1	954	0.0	1943.0	VasX_N	PF20249.4	-	1.5e-41	142.6	0.0	2.7999999999999997e-41	141.8	0.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VasX	possible_virulence	T3E_or_secreted_candidate	xoo	2085.6	0.0425
WP_129215624.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	0.999838	0.000145	2.1e-05	1e-06	0.0	8e-06		100.0	944	0	0	1	944	1	944	0.0	1948.0	VasX_N	PF20249.4	-	2.7e-38	132.1	0.0	6.300000000000001e-38	130.9	0.0	1.7	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VasX	possible_virulence	T3E_or_secreted_candidate	xoo	2080.1	0.045
WP_012445373.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	0.999843	0.000145	2.1e-05	1e-06	0.0	8e-06		100.0	944	0	0	1	944	1	944	0.0	1944.0	VasX_N	PF20249.4	-	2.6e-38	132.1	0.0	6.300000000000001e-38	130.9	0.0	1.7	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VasX	possible_virulence	T3E_or_secreted_candidate	xoo	2076.1	0.0475
WP_129215585.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	920	0	0	1	920	1	920	0.0	1829.0	Phage_GPD	PF05954.18	-	2.1e-70	237.8	7.4	2.1e-70	237.8	7.4	1.5	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Phage	possible_virulence		xoo	2066.8	0.05
WP_012444636.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	920	0	0	1	920	1	920	0.0	1828.0	Phage_GPD	PF05954.18	-	4.4e-70	236.8	6.9	4.4e-70	236.8	6.9	1.5	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Phage	possible_virulence		xoo	2064.8	0.0525
WP_129215540.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	906	0	0	1	906	1	906	0.0	1831.0	Phage_GPD	PF05954.18	-	6.1e-67	226.5	4.2	6.1e-67	226.5	4.2	1.9	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Phage	possible_virulence		xoo	2057.5	0.055
WP_129215597.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	892	0	0	1	892	1	892	0.0	1792.0	DUF2345	PF10106.15	-	1.3e-29	103.6	8.3	1.3e-29	103.6	8.3	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Uncharacterized	possible_virulence		xoo	1895.6	0.0575
WP_129215584.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	0.999895	0.00016	0.0	0.0	0.0	0.0		100.0	845	0	0	1	845	1	845	0.0	1670.0	Phage_GPD	PF05954.18	-	3.5e-63	214.1	6.2	3.5e-63	214.1	6.2	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Phage	possible_virulence		xoo	1884.1	0.06
WP_012445925.1	T6SS effector phospholipase Tle3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	715	0	0	1	715	1	715	0.0	1488.0	Tle3	PF24322.3	-	1.1e-108	364.2	0.0	1.4e-108	363.8	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	T6SS	possible_virulence	T3E_or_secreted_candidate	xoo	1852.2	0.0625
WP_012443699.1	T6SS effector phospholipase Tle3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	714	0	0	1	714	1	714	0.0	1484.0	Tle3	PF24322.3	-	7.2e-109	364.7	0.0	9.3e-109	364.4	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	T6SS	possible_virulence	T3E_or_secreted_candidate	xoo	1848.7	0.065
WP_129215570.1	T6SS effector phospholipase Tle3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	9e-06	0.0	0.0	0.0	0.0		100.0	734	0	0	1	734	1	734	0.0	1525.0	Tle3	PF24322.3	-	4.299999999999999e-90	303.0	0.0	5.899999999999999e-90	302.6	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	T6SS	possible_virulence	T3E_or_secreted_candidate	xoo	1828.0	0.0675
WP_129215569.1	T6SS effector phospholipase Tle3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	4e-06	0.0	0.0	0.0	0.0		100.0	734	0	0	1	734	1	734	0.0	1525.0	Tle3	PF24322.3	-	2e-89	300.8	0.0	2.8000000000000002e-89	300.4	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	T6SS	possible_virulence	T3E_or_secreted_candidate	xoo	1825.8	0.07
WP_012444470.1	MULTISPECIES: type VI secretion system tip protein TssI/VgrG [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	748	0	0	1	748	1	748	0.0	1548.0	Phage_GPD	PF05954.18	-	8.3e-81	272.0	3.0	1.3e-80	271.4	0.3	2.1	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Phage	possible_virulence		xoo	1820.0	0.0725
WP_129215572.1	T6SS effector phospholipase Tle3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	9e-06	0.0	0.0	0.0	0.0		100.0	720	0	0	1	720	1	720	0.0	1500.0	Tle3	PF24322.3	-	8.899999999999998e-91	305.3	0.0	1.2999999999999996e-90	304.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	T6SS	possible_virulence	T3E_or_secreted_candidate	xoo	1805.3	0.075
WP_012444351.1	T6SS phospholipase effector Tle1-like catalytic domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	802	0	0	1	802	1	802	0.0	1657.0	T6SS_Tle1-like_cat	PF09994.15	-	1.3999999999999999e-24	87.6	0.1	1.3e-12	48.2	0.0	3.0	2.0	1.0	1.0	3.0	3.0	3.0	2.0	T6SS,	possible_virulence	T3E_or_secreted_candidate	xoo	1744.6	0.0825
WP_242505191.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	0.999712	0.000317	6e-06	1e-06	0.0	1e-06		100.0	737	0	0	1	737	1	737	0.0	1486.0	DUF2345	PF10106.15	-	3.3999999999999997e-47	160.7	4.3	3.3999999999999997e-47	160.7	4.3	2.9	3.0	0.0	0.0	3.0	3.0	3.0	1.0	Uncharacterized	possible_virulence		xoo	1646.7	0.085
WP_129215582.1	T6SS phospholipase effector Tle1-like catalytic domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	743	0	0	1	743	1	743	0.0	1529.0	T6SS_Tle1-like_cat	PF09994.15	-	7.999999999999999e-26	91.6	0.0	6.5e-13	49.2	0.0	3.4	3.0	0.0	0.0	3.0	3.0	3.0	3.0	T6SS,	possible_virulence	T3E_or_secreted_candidate	xoo	1620.6	0.0875
WP_129215629.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	780	0	0	1	780	1	780	0.0	1594.0																			possible_virulence	T3E_or_secreted_candidate	xoo	1594.0	0.09
WP_044757078.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	565	0	0	1	565	1	565	0.0	1149.0	Tla3_C	PF20995.4	-	1.3e-50	171.6	0.0	3.2e-50	170.2	0.0	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Type			xoo	1320.6	0.095
WP_129215571.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	563	0	0	1	563	1	563	0.0	1148.0	Tla3_C	PF20995.4	-	2.4e-50	170.6	0.0	5.1e-50	169.6	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Type			xoo	1318.6	0.0975
WP_129215573.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	558	0	0	1	558	1	558	0.0	1132.0	Tla3_C	PF20995.4	-	1.4e-50	171.5	0.0	3.1e-50	170.3	0.0	1.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Type			xoo	1303.5	0.1025
WP_069959677.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	560	0	0	1	560	1	560	0.0	1136.0	Tla3_C	PF20995.4	-	2.7e-49	167.2	0.0	6.1999999999999985e-49	166.1	0.0	1.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Type			xoo	1303.2	0.105
WP_012445924.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	560	0	0	1	560	1	560	0.0	1134.0	Tla3_C	PF20995.4	-	2.7e-49	167.2	0.0	6.7e-49	166.0	0.0	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Type			xoo	1301.2	0.1075
WP_012443703.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	558	0	0	1	558	1	558	0.0	1131.0	Tla3_C	PF20995.4	-	6.7e-49	166.0	0.0	1.2e-48	165.2	0.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Type			xoo	1297.0	0.11
WP_242505202.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	2.9e-05	1e-06	0.0	0.0	0.0		100.0	587	0	0	1	587	1	587	0.0	1150.0	DUF2345	PF10106.15	-	1.9e-29	103.1	6.0	1.9e-29	103.1	6.0	2.9	3.0	0.0	0.0	3.0	3.0	3.0	1.0	Uncharacterized	possible_virulence		xoo	1253.1	0.1125
WP_242505195.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	499	0	0	1	499	1	499	0.0	1017.0	Phage_GPD	PF05954.18	-	1e-67	229.0	4.2	1.4e-67	228.6	4.2	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phage	possible_virulence		xoo	1246.0	0.115
WP_242505206.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	459	0	0	1	459	1	459	0.0	944.0	DDE_5	PF13546.13	-	8.299999999999999e-85	285.2	10.0	1.4e-84	284.4	10.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1229.2	0.1175
WP_012444375.1	ISL3 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	472	0	0	1	472	1	472	0.0	983.0	DDE_Tnp_ISL3	PF01610.24	-	3.9e-62	210.8	0.1	7.899999999999999e-62	209.8	0.0	1.5	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Transposase			xoo	1193.8	0.12
WP_129215543.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	905.0	DDE_5	PF13546.13	-	1.1e-84	284.9	10.3	1.6999999999999999e-84	284.2	10.3	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1189.9	0.12375
WP_129215552.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	905.0	DDE_5	PF13546.13	-	1.1e-84	284.9	10.3	1.6999999999999999e-84	284.2	10.3	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1189.9	0.12375
WP_129215649.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	5.5e-85	285.8	9.8	9.6e-85	285.0	9.8	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1189.8	0.1275
WP_109182069.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	6e-85	285.7	10.0	9.3e-85	285.0	10.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1189.7	0.13125
WP_129215534.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	5.8e-85	285.7	10.0	9.3e-85	285.0	10.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1189.7	0.13125
WP_115877360.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	6.199999999999999e-85	285.6	9.8	9.6e-85	285.0	9.8	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1189.6	0.135
WP_129215658.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	905.0	DDE_5	PF13546.13	-	1.6e-84	284.3	9.9	2.5e-84	283.6	9.9	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1189.3	0.1375
WP_115877350.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	5e-85	285.9	10.0	9.3e-85	285.0	10.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1188.9	0.1425
WP_129215591.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	1e-84	284.9	10.1	1.8e-84	284.1	10.1	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1188.9	0.1425
WP_129215644.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	1.1e-84	284.9	10.5	1.6999999999999999e-84	284.2	10.5	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1188.9	0.1425
WP_011408694.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	5.5e-85	285.8	9.8	9.6e-85	285.0	9.8	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1188.8	0.1475
WP_115877386.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	6e-85	285.7	9.7	1e-84	284.9	9.7	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1188.7	0.15
WP_115801888.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	8.2e-85	285.2	9.7	1.4e-84	284.4	9.7	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1188.2	0.1525
WP_115877398.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	1.9e-84	284.1	10.5	3.3e-84	283.3	10.5	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1188.1	0.155
WP_129215618.1	IS701 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	1.9e-84	284.0	10.5	3.3e-84	283.3	10.5	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1188.0	0.1575
WP_109182089.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	1.1e-84	284.9	10.5	1.6999999999999999e-84	284.2	10.5	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1187.9	0.16125
WP_129215650.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	1e-84	284.9	10.2	1.8e-84	284.1	10.2	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1187.9	0.16125
WP_129215558.1	IS701 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	902.0	DDE_5	PF13546.13	-	5.8e-85	285.7	9.8	9.6e-85	285.0	9.8	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1187.7	0.165
WP_129215619.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	2.6e-84	283.6	9.8	4.5e-84	282.8	9.8	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1187.6	0.1675
WP_129215553.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	1.9e-84	284.1	10.5	3.3e-84	283.3	10.5	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1187.1	0.17
WP_117231488.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	1.9e-84	284.0	10.5	3.3e-84	283.3	10.5	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1187.0	0.1725
WP_129215646.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	4.9e-84	282.7	10.1	8.2e-84	281.9	10.1	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1186.7	0.175
WP_129215535.1	IS701 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	5.7e-84	282.5	9.8	8.8e-84	281.8	9.8	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1186.5	0.1775
